Nome do objeto,Variação do Objeto,Dia/Noite,Ambiente,Fundo,Tamanho (KB),Dimensão (pixels) (Largura x Altura),URL da imagem
Relogio,1,noite,out,11,2537.47,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo11.jpg
Relogio,1,noite,out,12,2501.88,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo12.jpg
Relogio,1,noite,out,14,2798.18,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio1-noite-out-fundo14.jpg
Relogio,2,dia,in,10,2562.73,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo10.jpg
Relogio,2,dia,in,8,3267.66,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo8.jpg
Relogio,2,dia,in,9,1908.69,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-in-fundo9.jpg
Relogio,2,dia,out,11,4727.38,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo11.jpg
Relogio,2,dia,out,12,2484.44,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo12.jpg
Relogio,2,dia,out,13,3733.6,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-dia-out-fundo13.jpg
Relogio,2,noite,in,10,2586.71,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo10.jpg
Relogio,2,noite,in,8,2580.06,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo8.jpg
Relogio,2,noite,in,9,2265.68,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-in-fundo9.jpg
Relogio,2,noite,out,11,3487.84,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo11.jpg
Relogio,2,noite,out,12,3224.85,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo12.jpg
Relogio,2,noite,out,14,2062.64,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio2-noite-out-fundo14.jpg
Relogio,3,dia,in,10,2836.87,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo10.jpg
Relogio,3,dia,in,13,2309.12,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo3.jpg
Relogio,3,dia,in,8,3250.69,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-in-fundo8.jpg
Relogio,3,dia,out,11,4006.38,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo11.jpg
Relogio,3,dia,out,12,2125.9,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo12.jpg
Relogio,3,dia,out,13,3358.18,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-dia-out-fundo13.jpg
Relogio,3,noite,in,10,2648.93,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo10.jpg
Relogio,3,noite,in,8,3747.27,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo8.jpg
Relogio,3,noite,in,9,2279.02,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-in-fundo9.jpg
Relogio,3,noite,out,11,3773.77,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo11.jpg
Relogio,3,noite,out,12,2639.19,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo12.jpg
Relogio,3,noite,out,14,2645.18,4080 x 3072,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Relogio3-noite-out-fundo14.jpg
Tenis,1,dia,in,16,280.26,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-in-fundo16.jpeg
Tenis,1,dia,in,17,166.67,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-in-fundo17.jpeg
Tenis,1,dia,in,18,144.16,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-in-fundo18.jpeg
Tenis,1,dia,out,18,161.92,1599 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-out-fundo18.jpeg
Tenis,1,dia,out,19,257.51,1600 x 1095,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-out-fundo19.jpeg
Tenis,1,dia,out,20,342.6,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-dia-out-fundo20.jpeg
Tenis,1,noite,in,16,176.81,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-in-fundo16.jpeg
Tenis,1,noite,in,17,124.44,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-in-fundo17.jpeg
Tenis,1,noite,in,18,97.01,1600 x 1103,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-in-fundo18.jpeg
Tenis,1,noite,out,16,78.18,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-out-fundo16.jpeg
Tenis,1,noite,out,18,57.09,1600 x 1156,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-out-fundo18.jpeg
Tenis,1,noite,out,19,63.6,1600 x 1083,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis1-noite-out-fundo19.jpeg
Tenis,2,dia,in,16,231.69,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-in-fundo16.jpeg
Tenis,2,dia,in,17,148.26,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-in-fundo17.jpeg
Tenis,2,dia,in,18,133.69,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-in-fundo18.jpeg
Tenis,2,dia,out,18,151.93,1600 x 1181,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-out-fundo18.jpeg
Tenis,2,dia,out,19,136.73,1600 x 1023,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-out-fundo19.jpeg
Tenis,2,dia,out,20,282.25,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-dia-out-fundo20.jpeg
Tenis,2,noite,in,16,201.8,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-in-fundo16.jpeg
Tenis,2,noite,in,17,116.18,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-in-fundo17.jpeg
Tenis,2,noite,in,18,90.18,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-in-fundo18.jpeg
Tenis,2,noite,out,16,77.63,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-out-fundo16.jpeg
Tenis,2,noite,out,18,72.44,1600 x 1152,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-out-fundo18.jpeg
Tenis,2,noite,out,19,61.0,1600 x 1103,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis2-noite-out-fundo19.jpeg
Tenis,3,dia,in,16,270.08,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-in-fundo16.jpeg
Tenis,3,dia,in,17,162.03,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-in-fundo17.jpeg
Tenis,3,dia,in,18,123.45,1200 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-in-fundo18.jpeg
Tenis,3,dia,out,18,140.51,1600 x 1038,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-out-fundo18.jpeg
Tenis,3,dia,out,19,252.67,1599 x 1083,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-out-fundo19.jpeg
Tenis,3,dia,out,20,287.35,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-dia-out-fundo20.jpeg
Tenis,3,noite,in,16,193.87,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-in-fundo16.jpeg
Tenis,3,noite,in,17,127.98,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-in-fundo17.jpeg
Tenis,3,noite,in,18,91.67,1600 x 1163,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-in-fundo18.jpeg
Tenis,3,noite,out,16,69.71,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-out-fundo16.jpeg
Tenis,3,noite,out,18,63.49,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-out-fundo18.jpeg
Tenis,3,noite,out,19,47.95,1600 x 1123,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Tenis3-noite-out-fundo19.jpeg
