Nome do Objeto,Variação do Objeto,Dia/Noite,Funções,Ambiente,Fundo,Tamanho (KB),Dimensão (pixels) (Largura x Altura),URL da Imagem
Chave,2,noite,Original,in,2,232.52,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo2.jpeg
Chave,2,noite,Original,in,3,209.69,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-in-fundo3.jpeg
Chave,2,noite,Original,out,4,385.88,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo4.jpeg
Chave,2,noite,Original,out,5,212.97,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo5.jpeg
Chave,2,noite,Original,out,6,136.84,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave2-noite-out-fundo6.jpeg
Chave,2,noite,GrayScale,in,3,208.34,1204 x 1600,https://drive.google.com/uc?id=1dnNSHHwnvkNWY2Xqg_v9jd3szVPYdS65&export=download
Chave,2,noite,GrayScale,out,6,128.55,1204 x 1600,https://drive.google.com/uc?id=1c-99-Rv_aoQvn4ElF3RDSBmF1p28PqWP&export=download
Chave,2,noite,GrayScale,in,2,223.69,1204 x 1600,https://drive.google.com/uc?id=1YN4fiQyhagzvqJtHO_z9KIKPwOF5u_0D&export=download
Chave,2,noite,GrayScale,out,5,196.5,1204 x 1600,https://drive.google.com/uc?id=1dFDs0Xg57pF7e3xdDJKdxQwKdVwp09sW&export=download
Chave,2,noite,GrayScale,out,4,391.95,1204 x 1600,https://drive.google.com/uc?id=1mMhCveIxNThLqFgnApIMUw3rY-QhSSHK&export=download
Chave,2,noite,GrayScale,in,1,203.1,1204 x 1600,https://drive.google.com/uc?id=1uv7F6nj7zHQJlcJm2abbeScRa9wELZlP&export=download
Chave,2,noite,Gradiente GrayScale,out,5,376.11,1204 x 1600,https://drive.google.com/uc?id=1J37SF-p7efD3CRchdWvjPdDyoJZHB0h_&export=download
Chave,2,noite,Gradiente GrayScale,in,2,437.09,1204 x 1600,https://drive.google.com/uc?id=1wx_RwfaFGzmPrclspxxK7SEWQn5Ftf5o&export=download
Chave,2,noite,Gradiente GrayScale,out,6,224.09,1204 x 1600,https://drive.google.com/uc?id=1XniQg2g7fF0XAN-42OVgyIcmEoO7CV9q&export=download
Chave,2,noite,Gradiente GrayScale,out,4,737.88,1204 x 1600,https://drive.google.com/uc?id=11Ht6nnFgBHf0mkv-y5pRlt1C-CmWjgm2&export=download
Chave,2,noite,Gradiente GrayScale,in,3,342.88,1204 x 1600,https://drive.google.com/uc?id=1EsrLbkz535VXs-EJTDfG5vHMb72NQX6x&export=download
Chave,2,noite,Gradiente GrayScale,in,1,387.81,1204 x 1600,https://drive.google.com/uc?id=1akFj2a8-5yS-p5Uv0LSNDJSCVKTuh5zN&export=download
Chave,2,noite,GrayScale Mean Filter,out,6,253.43,1204 x 1600,https://drive.google.com/uc?id=1l9fEoAJMk-s-ZtgERqR09ogCrif6exyg&export=download
Chave,2,noite,GrayScale Mean Filter,out,5,339.18,1204 x 1600,https://drive.google.com/uc?id=1cufp3XZn9taxgFCHANzv02xE9bTq6KSd&export=download
Chave,2,noite,GrayScale Mean Filter,in,2,313.64,1204 x 1600,https://drive.google.com/uc?id=1XQldR-YANtQ5zokivPyCaN1lzpD-MmlM&export=download
Chave,2,noite,GrayScale Mean Filter,in,3,304.84,1204 x 1600,https://drive.google.com/uc?id=1CcuPzp-l0mkN-RHNGJn3lTK39aAAn0F3&export=download
Chave,2,noite,GrayScale Mean Filter,out,4,525.92,1204 x 1600,https://drive.google.com/uc?id=1PbA-k2DJTEteWQdgt4qHaBf69-a_QkUY&export=download
Chave,2,noite,GrayScale Mean Filter,in,1,301.32,1204 x 1600,https://drive.google.com/uc?id=1dLob7M8eHGfz4H1r5cchN54vwx-VzpPG&export=download
Chave,2,noite,GrayScale Exponential Transform,out,6,268.13,1204 x 1600,https://drive.google.com/uc?id=1boBM5NRagw36AJHvM9EtzsBM5sb9RU1O&export=download
Chave,2,noite,GrayScale Exponential Transform,out,5,329.14,1204 x 1600,https://drive.google.com/uc?id=1EDtQXjZQICsbL0raFtF1PgQyjuRHts5H&export=download
Chave,2,noite,GrayScale Exponential Transform,in,3,410.24,1204 x 1600,https://drive.google.com/uc?id=1FQVJ5LxXE1StUXnV8eMmgS6EhBkoFCqG&export=download
Chave,2,noite,GrayScale Exponential Transform,out,4,745.76,1204 x 1600,https://drive.google.com/uc?id=14KQ2_5sdo6OkHzza9cen77SXmgsimEei&export=download
Chave,2,noite,GrayScale Exponential Transform,in,2,405.07,1204 x 1600,https://drive.google.com/uc?id=1BKbaJWKHwH5E4g7PiBnd8ZYd33qy1xkb&export=download
Chave,2,noite,GrayScale Exponential Transform,in,1,388.34,1204 x 1600,https://drive.google.com/uc?id=18Sgj4lfTIcHxlR5fdfeMLsdIAhnVwUKz&export=download
Chave,2,noite,GrayScale Log Transform,out,5,415.79,1204 x 1600,https://drive.google.com/uc?id=12fCDoo6quo0sdeO6NYZ5Mrt7IomLpTJU&export=download
Chave,2,noite,GrayScale Log Transform,out,6,254.3,1204 x 1600,https://drive.google.com/uc?id=1InikL4X2IVI4fYswofsdP4HcqVmxyRuF&export=download
Chave,2,noite,GrayScale Log Transform,out,4,749.38,1204 x 1600,https://drive.google.com/uc?id=1YtadJUeKrGaHbuIytTZKiwd2HlclgpDh&export=download
Chave,2,noite,GrayScale Log Transform,in,1,413.22,1204 x 1600,https://drive.google.com/uc?id=1a-aNk3x9SNR1jT_BGxWqYx3WnzpGVRoM&export=download
Chave,2,noite,GrayScale Log Transform,in,3,409.36,1204 x 1600,https://drive.google.com/uc?id=1wjv42ziGMRYW5DBk75QkLt0tv9bayJQn&export=download
Chave,2,noite,GrayScale Log Transform,in,2,454.95,1204 x 1600,https://drive.google.com/uc?id=1y7gdjK5SK4GxNTui_YkAq9orwM8A49KN&export=download
Chave,3,dia,Original,in,1,199.74,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo1.jpeg
Chave,3,dia,Original,in,2,155.38,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo2.jpeg
Chave,3,dia,Original,in,3,163.43,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-in-fundo3.jpeg
Chave,3,dia,Original,out,4,456.4,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo4.jpeg
Chave,3,dia,Original,out,5,271.68,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo5.jpeg
Chave,3,dia,Original,out,6,377.04,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-dia-out-fundo6.jpeg
Chave,3,dia,GrayScale,out,6,386.55,1204 x 1600,https://drive.google.com/uc?id=113drKb1asRxhShzFsK81alN5PKSokYl-&export=download
Chave,3,dia,GrayScale,in,2,145.19,1204 x 1600,https://drive.google.com/uc?id=1OshFuzDDO-0asu8UBhF6037bHo3uGss-&export=download
Chave,3,dia,GrayScale,in,3,162.66,1204 x 1600,https://drive.google.com/uc?id=1EU8mlZ0BRH7huan-cW6DcfyylbOsrKFh&export=download
Chave,3,dia,GrayScale,out,5,246.81,1204 x 1600,https://drive.google.com/uc?id=18TtNA-_STf3etajkwN-rdJnfAQO2d-d1&export=download
Chave,3,dia,GrayScale,in,1,192.29,1204 x 1600,https://drive.google.com/uc?id=1qOaWqYNeXepStilm94Fb3SxMnT5JLBJX&export=download
Chave,3,dia,GrayScale,out,4,474.46,1204 x 1600,https://drive.google.com/uc?id=1YYWzIUg2ECG__gAWlnfzEWZSg3uG_4GG&export=download
Chave,3,dia,Gradiente GrayScale,out,6,645.59,1204 x 1600,https://drive.google.com/uc?id=1gSs_Y3ddS2QhCc-pFvNLG1tj5zXIefZZ&export=download
Chave,3,dia,Gradiente GrayScale,in,3,282.72,1204 x 1600,https://drive.google.com/uc?id=1ZGSWm_oJEn_NDCVY_GHrcsN5bIjHNGmr&export=download
Chave,3,dia,Gradiente GrayScale,out,4,820.5,1204 x 1600,https://drive.google.com/uc?id=1IYBJkxt73WpoHarJk8C9ySH3X3g4jGDV&export=download
Chave,3,dia,Gradiente GrayScale,in,2,273.81,1204 x 1600,https://drive.google.com/uc?id=19x6JsHJ2boY3-UWNARZb6tFZsB-4H5SS&export=download
Chave,3,dia,Gradiente GrayScale,out,5,440.47,1204 x 1600,https://drive.google.com/uc?id=1pQ9jT7Ph2FDoY4RROC1ycMIMTAIuBRJH&export=download
Chave,3,dia,Gradiente GrayScale,in,1,349.91,1204 x 1600,https://drive.google.com/uc?id=1JD0ER2dEFhdV-jIN6frJlAmIJ8aJHFrk&export=download
Chave,3,dia,GrayScale Mean Filter,out,4,547.69,1204 x 1600,https://drive.google.com/uc?id=1GWCLEfdk7zmJdSJRJTeNQiXtZGubKMyO&export=download
Chave,3,dia,GrayScale Mean Filter,out,6,443.89,1204 x 1600,https://drive.google.com/uc?id=1x81seBSMWIrsWjcYuyD8tO6yXFQYAemO&export=download
Chave,3,dia,GrayScale Mean Filter,in,3,259.63,1204 x 1600,https://drive.google.com/uc?id=13OxzjLM18xW6O52FNlY44mXx2F9UnzUC&export=download
Chave,3,dia,GrayScale Mean Filter,out,5,384.17,1204 x 1600,https://drive.google.com/uc?id=1u-CSA-bTR6SBLOAZSE43d0022TIzkDGC&export=download
Chave,3,dia,GrayScale Mean Filter,in,2,253.08,1204 x 1600,https://drive.google.com/uc?id=1yrorahOxZ5OxLkO6l_cT75Xs8iAHarIc&export=download
Chave,3,dia,GrayScale Mean Filter,in,1,267.06,1204 x 1600,https://drive.google.com/uc?id=1DVN_b931H07ZU-JadjBA14VJxHfDFVLo&export=download
Chave,3,dia,GrayScale Exponential Transform,out,5,483.54,1204 x 1600,https://drive.google.com/uc?id=1Vsl3PUWVL2uqdtlKIr5MGNM3vez_29lw&export=download
Chave,3,dia,GrayScale Exponential Transform,out,6,775.5,1204 x 1600,https://drive.google.com/uc?id=1X_8Z0DR9Nua5NPknBqxVahqMufCKA6gT&export=download
Chave,3,dia,GrayScale Exponential Transform,in,3,326.37,1204 x 1600,https://drive.google.com/uc?id=14Eyo9o1fv3AkcOX6rjUT2lQCMkWkxSuh&export=download
Chave,3,dia,GrayScale Exponential Transform,out,4,933.84,1204 x 1600,https://drive.google.com/uc?id=1-6GF8g3dazODz4idGaS0CVIJMG4R-0Jm&export=download
Chave,3,dia,GrayScale Exponential Transform,in,2,257.93,1204 x 1600,https://drive.google.com/uc?id=1YDRDF7gePS_82xo_C6pt4vTV6LUZbb-B&export=download
Chave,3,dia,GrayScale Exponential Transform,in,1,383.46,1204 x 1600,https://drive.google.com/uc?id=1amfV2iQSU9Ountrnuuz1aoZHhBOdFZdF&export=download
Chave,3,dia,GrayScale Log Transform,in,3,317.87,1204 x 1600,https://drive.google.com/uc?id=1RYdqDULd_K0uvy_XUiqnXnk6qTs_GUhQ&export=download
Chave,3,dia,GrayScale Log Transform,out,5,483.74,1204 x 1600,https://drive.google.com/uc?id=11XFGbBYLz-arPfIBl2QAg_4aHquKcvo7&export=download
Chave,3,dia,GrayScale Log Transform,out,6,750.11,1204 x 1600,https://drive.google.com/uc?id=15GYt25pkh_kPiP3pzTiy7iDPZA_2dJqT&export=download
Chave,3,dia,GrayScale Log Transform,out,4,895.58,1204 x 1600,https://drive.google.com/uc?id=1AnsRfyAco8rktlXspMP1WU_F5yn0XvOq&export=download
Chave,3,dia,GrayScale Log Transform,in,2,308.28,1204 x 1600,https://drive.google.com/uc?id=1LFbP3y9xWO_s_YLQhZlFUKLq92wQUyzv&export=download
Chave,3,dia,GrayScale Log Transform,in,1,392.75,1204 x 1600,https://drive.google.com/uc?id=1N99XefjXifM6nZUalykOkSHf0oViP6Ha&export=download
Chave,3,noite,Original,in,1,229.42,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo1.jpeg
Chave,3,noite,Original,in,2,214.17,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo2.jpeg
Chave,3,noite,Original,in,3,201.96,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-in-fundo3.jpeg
Chave,3,noite,Original,out,4,392.09,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo4.jpeg
Chave,3,noite,Original,out,5,183.96,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo5.jpeg
Chave,3,noite,Original,out,6,197.27,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Chave3-noite-out-fundo6.jpeg
Chave,3,noite,GrayScale,out,5,169.49,1204 x 1600,https://drive.google.com/uc?id=1S19napre73NWLju8BNXKDwakLduiHSl-&export=download
Chave,3,noite,GrayScale,out,4,400.13,1204 x 1600,https://drive.google.com/uc?id=1_k1cSScURupL1GkRk4YOatYS2YSTozoa&export=download
Chave,3,noite,GrayScale,in,1,218.9,1204 x 1600,https://drive.google.com/uc?id=1Qe6GjXp4wVh2pLEQlXCl9PsgZ-K0Mn8_&export=download
Chave,3,noite,GrayScale,in,3,200.35,1204 x 1600,https://drive.google.com/uc?id=1uGzduoo93Yuy7Ih8Ltkgs8ctl_UZr3zC&export=download
Chave,3,noite,GrayScale,out,6,190.08,1204 x 1600,https://drive.google.com/uc?id=1JJ3J9PnrpzvmSWz5Iqj0iDBzuzaOLr_6&export=download
Chave,3,noite,GrayScale,in,2,205.36,1204 x 1600,https://drive.google.com/uc?id=1SQWakqH58Bp0qGZCZGaFHxtIWJLboIQ9&export=download
Chave,3,noite,Gradiente GrayScale,out,5,327.12,1204 x 1600,https://drive.google.com/uc?id=1Ngx7yfLSu5eR6jP3sZfmZDzR9Zu7OnXG&export=download
Chave,3,noite,Gradiente GrayScale,out,4,720.64,1204 x 1600,https://drive.google.com/uc?id=1GhnkLnpfYene_wz_3rD7jU4GnR9ottrX&export=download
Chave,3,noite,Gradiente GrayScale,out,6,314.65,1204 x 1600,https://drive.google.com/uc?id=13XGxqW59oa3N4Z2WkLZGolFFzwx6KV-7&export=download
Chave,3,noite,Gradiente GrayScale,in,3,325.91,1204 x 1600,https://drive.google.com/uc?id=1se_oUNxs4_IW9OY8ywg9nP1is-3WseFz&export=download
Chave,3,noite,Gradiente GrayScale,in,2,402.14,1204 x 1600,https://drive.google.com/uc?id=1qIntjx_4IQViB0pW2khXZ-nY1ldQlYbJ&export=download
Chave,3,noite,Gradiente GrayScale,in,1,418.29,1204 x 1600,https://drive.google.com/uc?id=1HCrf3KxAPqcCcR3AfuYL8d4jvAS6cJIc&export=download
Chave,3,noite,GrayScale Mean Filter,out,4,518.68,1204 x 1600,https://drive.google.com/uc?id=1VBDs4RIYxwnmdoGndYuBWzF_mcWlaW9U&export=download
Chave,3,noite,GrayScale Mean Filter,out,6,315.89,1204 x 1600,https://drive.google.com/uc?id=1Z9pAmG0_OmvNlgUs8mw28KSq5m14Yr22&export=download
Chave,3,noite,GrayScale Mean Filter,in,3,300.57,1204 x 1600,https://drive.google.com/uc?id=1m_7HL4v2B9Tb_JMygUYXILb6IHyalEeb&export=download
Chave,3,noite,GrayScale Mean Filter,out,5,305.1,1204 x 1600,https://drive.google.com/uc?id=1Yvm3y6Y4tBvMapP9naNfGk0mzv0m-5UO&export=download
Chave,3,noite,GrayScale Mean Filter,in,1,310.96,1204 x 1600,https://drive.google.com/uc?id=1fielgLi_ezyHh5CZWTuEBi6akmwMEKXU&export=download
Chave,3,noite,GrayScale Mean Filter,in,2,284.61,1204 x 1600,https://drive.google.com/uc?id=1N7E_MSqxp_B_oiUb27RMHCxfXmUACJeA&export=download
Chave,3,noite,GrayScale Exponential Transform,out,6,385.25,1204 x 1600,https://drive.google.com/uc?id=1gvmjDcI0IoSxFQOpscNHUfv6YQ4ofeca&export=download
Chave,3,noite,GrayScale Exponential Transform,out,5,269.71,1204 x 1600,https://drive.google.com/uc?id=148qomaruJyYAEefLwj6I8lVRb9OgHHUa&export=download
Chave,3,noite,GrayScale Exponential Transform,in,2,340.26,1204 x 1600,https://drive.google.com/uc?id=1txggyGTZJPT9tCCC6-XLKgiKdMVYAJ4g&export=download
Chave,3,noite,GrayScale Exponential Transform,in,3,396.62,1204 x 1600,https://drive.google.com/uc?id=1qY4HRxQZ8vV8sLM-ij_NkWsmySmjEA_h&export=download
Chave,3,noite,GrayScale Exponential Transform,out,4,774.33,1204 x 1600,https://drive.google.com/uc?id=1IwUxH3KHnk4ekqDPWH60ubjf5CopY1ZP&export=download
Chave,3,noite,GrayScale Exponential Transform,in,1,416.08,1204 x 1600,https://drive.google.com/uc?id=1RTnc0QqREzgBXXrGeWh1oTegZNa35r-R&export=download
Chave,3,noite,GrayScale Log Transform,out,6,370.22,1204 x 1600,https://drive.google.com/uc?id=1Jnh7_IhPuJYjWEoMed5ky_8cBTkywvTr&export=download
Chave,3,noite,GrayScale Log Transform,out,5,369.06,1204 x 1600,https://drive.google.com/uc?id=14Y0iF-v0OiXz4b7kBVxX06jBwoFl_5rA&export=download
Chave,3,noite,GrayScale Log Transform,in,3,394.12,1204 x 1600,https://drive.google.com/uc?id=1e0G7zjrOU3cSfWcxb5sdK4z3Zc6bpXa9&export=download
Chave,3,noite,GrayScale Log Transform,in,2,440.16,1204 x 1600,https://drive.google.com/uc?id=1dX997l6PpzYWiKn6WBXAgtTZdV5-f084&export=download
Chave,3,noite,GrayScale Log Transform,out,4,759.35,1204 x 1600,https://drive.google.com/uc?id=1yuos_zo_Ur69SRIedTuET3u7NSA6d4Nz&export=download
Chave,3,noite,GrayScale Log Transform,in,1,444.57,1204 x 1600,https://drive.google.com/uc?id=1S6cjJALXDI0ixo_n7FZqcADjVWRu8B35&export=download
Garfo,1,dia,Original,in,1,195.1,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo1.jpeg
Garfo,1,dia,Original,in,2,207.67,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo2.jpeg
Garfo,1,dia,Original,in,3,130.03,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-in-fundo3.jpeg
Garfo,1,dia,Original,out,4,482.55,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo4.jpeg
Garfo,1,dia,Original,out,5,305.67,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo5.jpeg
Garfo,1,dia,Original,out,6,316.34,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-dia-out-fundo6.jpeg
Garfo,1,dia,GrayScale,out,4,504.98,1204 x 1600,https://drive.google.com/uc?id=1itWx-mxDDdURHpwmu--Pr7fhY_uWNQxk&export=download
Garfo,1,dia,GrayScale,out,6,322.6,1204 x 1600,https://drive.google.com/uc?id=13QgtzTRtAieMEmeZm_OfYqLwD1pTeeTS&export=download
Garfo,1,dia,GrayScale,in,3,125.81,1204 x 1600,https://drive.google.com/uc?id=1BpGlinDprlMexzSOlQ-WyLhhYgbw7Epw&export=download
Garfo,1,dia,GrayScale,out,5,279.11,1204 x 1600,https://drive.google.com/uc?id=1YokV6OZIZSuGhPlrMLxwuJurram9Jfmn&export=download
Garfo,1,dia,GrayScale,in,1,184.47,1204 x 1600,https://drive.google.com/uc?id=19AjSayJt6_DvEtfb5KK9YWZwDnn_zvOn&export=download
Garfo,1,dia,GrayScale,in,2,183.57,1204 x 1600,https://drive.google.com/uc?id=1QN7ZOooKHYYdL9yebA7ZAxneKymbOkeO&export=download
Garfo,1,dia,Gradiente GrayScale,out,6,509.0,1204 x 1600,https://drive.google.com/uc?id=1uam6IA0BLKWKFSqL_DIL13PlWA2iAsAu&export=download
Garfo,1,dia,Gradiente GrayScale,out,5,472.32,1204 x 1600,https://drive.google.com/uc?id=1PWKZBbCt9N7fHRgAmCckFibfpEL_sQmY&export=download
Garfo,1,dia,Gradiente GrayScale,in,1,292.66,1204 x 1600,https://drive.google.com/uc?id=1jE3iOK28oqFJvJuJ-V0M6z94XFxfBhPD&export=download
Garfo,1,dia,Gradiente GrayScale,out,4,853.21,1204 x 1600,https://drive.google.com/uc?id=1eog7TH0CgCC2D07BqVtObc5QJkENAgzD&export=download
Garfo,1,dia,Gradiente GrayScale,in,2,327.23,1204 x 1600,https://drive.google.com/uc?id=1ZGAJfhFJ09Esb5Sj0wE4XNvQ4eoKVCk9&export=download
Garfo,1,dia,Gradiente GrayScale,in,3,223.73,1204 x 1600,https://drive.google.com/uc?id=15jR9mZZHn_8hR9aZxjD4OnG-35_i1Lm2&export=download
Garfo,1,dia,GrayScale Mean Filter,in,3,229.17,1204 x 1600,https://drive.google.com/uc?id=1fC76CK4DvtE2E0rBzC-riU29L1NWfb0b&export=download
Garfo,1,dia,GrayScale Mean Filter,out,4,546.5,1204 x 1600,https://drive.google.com/uc?id=15HZefSjeyxC-f2Kva2V2X9MuGBgGPf8Y&export=download
Garfo,1,dia,GrayScale Mean Filter,out,6,384.04,1204 x 1600,https://drive.google.com/uc?id=11UHUNHo5bvKSfyXdlBfEKsHEDdzjN8EQ&export=download
Garfo,1,dia,GrayScale Mean Filter,out,5,421.25,1204 x 1600,https://drive.google.com/uc?id=1UXeMrn89nn5V76oAmPjVJaycYTVS8zxF&export=download
Garfo,1,dia,GrayScale Mean Filter,in,1,265.74,1204 x 1600,https://drive.google.com/uc?id=1-5J_2g8--IvTLEhnCwndR8S6ALdMU-z-&export=download
Garfo,1,dia,GrayScale Mean Filter,in,2,287.79,1204 x 1600,https://drive.google.com/uc?id=1yg3HuANcsT2JQPsj2d95Qpw-_uLY_d2b&export=download
Garfo,1,dia,GrayScale Exponential Transform,out,5,551.86,1204 x 1600,https://drive.google.com/uc?id=1PbjmXuwBPy15B2ZVuFYw3qG3okCIutnZ&export=download
Garfo,1,dia,GrayScale Exponential Transform,out,6,652.73,1204 x 1600,https://drive.google.com/uc?id=1tEUU4N_tlPs9PLNvN-tS55UZL0Qep7P-&export=download
Garfo,1,dia,GrayScale Exponential Transform,in,2,350.57,1204 x 1600,https://drive.google.com/uc?id=1wfnGIEbat3X9WDCy077qCpjohViKtATw&export=download
Garfo,1,dia,GrayScale Exponential Transform,in,3,253.06,1204 x 1600,https://drive.google.com/uc?id=1icAPTayF_POOYmImE0yb6V5TDNu9ZgKH&export=download
Garfo,1,dia,GrayScale Exponential Transform,out,4,996.54,1204 x 1600,https://drive.google.com/uc?id=11LjoYqL5wL9g1HjNyWeLVNcd3gx1JPNy&export=download
Garfo,1,dia,GrayScale Exponential Transform,in,1,375.92,1204 x 1600,https://drive.google.com/uc?id=1KcZ__Wp3AkVu2Y3_nK7qOLwhUcgEY2Nd&export=download
Garfo,1,dia,GrayScale Log Transform,out,6,633.58,1204 x 1600,https://drive.google.com/uc?id=1w-IlQXjx94LkztsvMlDp_NoZODBPjIVx&export=download
Garfo,1,dia,GrayScale Log Transform,out,5,538.88,1204 x 1600,https://drive.google.com/uc?id=1gyKlUCO7goq8UVZq973wrOuPXWAo7YHy&export=download
Garfo,1,dia,GrayScale Log Transform,out,4,953.53,1204 x 1600,https://drive.google.com/uc?id=18ZlEbaJZhlTukuFcER5AbJfG0dJ5qt4O&export=download
Garfo,1,dia,GrayScale Log Transform,in,2,372.37,1204 x 1600,https://drive.google.com/uc?id=1f1tzIXQ-HnxHfCc97nH6aCDwO7yGKYWd&export=download
Garfo,1,dia,GrayScale Log Transform,in,1,369.88,1204 x 1600,https://drive.google.com/uc?id=1VRobnKJWjW7W2OeURKIU4KCIsH1dlA_3&export=download
Garfo,1,dia,GrayScale Log Transform,in,3,248.82,1204 x 1600,https://drive.google.com/uc?id=1-0z4v8U_jC7tPC4vLaPbA4N7Zq81ejNU&export=download
Garfo,1,noite,Original,in,1,211.54,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo1.jpeg
Garfo,1,noite,Original,in,2,251.14,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo2.jpeg
Garfo,1,noite,Original,in,3,173.53,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-in-fundo3.jpeg
Garfo,1,noite,Original,out,4,340.82,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo4.jpeg
Garfo,1,noite,Original,out,5,362.41,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo5.jpeg
Garfo,1,noite,Original,out,6,203.84,1204 x 1600,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Garfo1-noite-out-fundo6.jpeg
Garfo,1,noite,GrayScale,out,6,190.25,1204 x 1600,https://drive.google.com/uc?id=1RRH1fKZIAML9JfSTiyiCauuWAGyCYJn_&export=download
Garfo,1,noite,GrayScale,out,4,344.02,1204 x 1600,https://drive.google.com/uc?id=1QJhJF_cp3xMl8E1HtMq_8mGqdMpBHeTr&export=download
Garfo,1,noite,GrayScale,in,2,236.89,1204 x 1600,https://drive.google.com/uc?id=1tFPUmpvitlsL8iJgS4pPAlI3ne9S37gc&export=download
Garfo,1,noite,GrayScale,in,1,194.42,1204 x 1600,https://drive.google.com/uc?id=18UfZweFrQghJoojmODQ-TIG1u-tVMJrc&export=download
Garfo,1,noite,GrayScale,in,3,167.08,1204 x 1600,https://drive.google.com/uc?id=1XMqzP1qFo0bUMdjUTw0Ro75i42xSWA4m&export=download
Garfo,1,noite,GrayScale,out,5,337.37,1204 x 1600,https://drive.google.com/uc?id=1tbOSw6iB2ydm65GRiE5Eo0Fed8nOd6Gu&export=download
Garfo,1,noite,Gradiente GrayScale,out,4,643.15,1204 x 1600,https://drive.google.com/uc?id=1abEG1QL69BMqq0tHo0mLlp-F5Gn6SbkL&export=download
Garfo,1,noite,Gradiente GrayScale,in,1,357.57,1204 x 1600,https://drive.google.com/uc?id=1LZPTI0BbBJEL2x6M5_FwW6ZmKUOoJ93v&export=download
Garfo,1,noite,Gradiente GrayScale,out,5,639.32,1204 x 1600,https://drive.google.com/uc?id=1kNXbO8CQSOZElvudyx13Of2bznOrCYWF&export=download
Garfo,1,noite,Gradiente GrayScale,out,6,355.96,1204 x 1600,https://drive.google.com/uc?id=1296kAyV5nlUt4gx5oP0jVx7VTgT3wUvc&export=download
